Gene	HT29-CoCl2-1_S1	HT29-CoCl2-2_S13	HT29-CoCl2-3_S6	HT29-Ctrl-1_S11	HT29-Ctrl-2_S7	HT29-Ctrl-3_S15
CCL2	0	0	0	0	0	0
CCL7	0	0	0	0	0	0
CCL11	0	0	0	0	0	0
CCL8	0	0	0	0	0	0
AC011193.2	0	0	0	0	0	0
CCL13	0	0	0	0	0	0
CCL1	0	0	0	0	0	0
AC011193.1	0	0	0	0	0	0
C17orf102	0	0	0	0	3	1
TMEM132E	0	1	0	1	0	0
AC005691.1	0	0	0	0	0	0
AC005552.1	0	0	0	0	0	0
AC022903.1	0	0	0	0	0	0
CCT6B	14	22	14	49	51	66
AC022903.2	0	0	0	0	1	0
ZNF830	448	517	419	401	493	641
LIG3	782	842	667	1012	1126	1615
RFFL	2642	2781	2334	914	1138	1648
AC004223.3	0	0	0	0	0	0
AC004223.4	7	11	10	3	6	6
AC004223.2	2	2	0	0	0	0
AC004223.1	1	0	1	0	0	0
RAD51D	211	188	183	518	588	902
RNU6-840P	0	0	0	0	0	0
AC022916.1	0	0	0	0	0	0
FNDC8	0	1	0	1	0	2
NLE1	538	482	457	818	1031	1496
UNC45B	0	0	0	0	0	0
AC022916.5	0	0	0	0	0	0
AC022916.3	0	0	0	0	0	0
AC022916.4	0	0	0	0	0	0
SLC35G3	0	0	0	0	0	0
AC022916.2	5	1	3	27	22	38
SLFN5	1523	2134	1523	1050	1539	2183
AC022706.1	0	0	0	0	0	0
AC060766.2	0	0	0	0	0	0
SLFN11	0	0	0	0	0	0
AC060766.3	0	0	0	0	0	0
AC060766.6	0	0	0	0	0	0
AC060766.4	0	0	0	0	0	0
AC060766.7	0	0	0	0	0	0
AC060766.5	0	0	0	0	0	0
AC060766.1	0	0	0	0	0	0
SLFN12	0	0	0	0	0	0
SLFN13	0	1	0	0	0	0
AC015911.4	3	1	1	2	2	4
SLFN12L	0	0	0	0	0	0
AC015911.8	0	0	0	0	0	0
AC015911.11	0	0	0	0	0	0
AC015911.5	0	0	0	0	0	0
E2F3P1	0	0	0	0	0	0
AC015911.7	0	0	0	0	0	0
AC015911.3	0	0	0	0	0	0
TOMM20P2	0	0	0	0	0	0
AC015911.10	0	0	0	0	0	0
AC015911.2	0	0	0	0	0	0
SLFN14	2	2	0	0	2	3
AC015911.6	0	0	0	0	0	0
AC015911.9	0	1	0	0	0	0
AC015911.1	0	0	0	1	0	1
SNHG30	101	96	78	120	157	254
SNORD7	1	2	1	4	0	2
PEX12	79	86	68	175	197	279
AP2B1	10945	12155	10351	7278	8821	13284
AC004134.1	16	20	14	0	0	1
TAF15	2961	3275	2730	4771	6031	8772
RASL10B	2	11	10	40	55	62
GAS2L2	0	0	0	4	9	6
MMP28	0	1	1	7	11	9
AC006237.1	0	0	0	3	1	5
C17orf50	0	0	0	0	1	0
AC015849.2	0	0	0	0	0	0
AC015849.3	97	110	73	96	110	134
AC015849.4	3	4	3	1	1	4
HEATR9	1	1	0	0	0	1
AC015849.6	4	7	5	2	2	3
AC015849.1	1	1	0	1	1	1
CCL5	15	20	9	14	21	17
AC015849.7	0	0	0	0	0	0
AC015849.5	1	1	0	26	34	40
LRRC37A9P	0	0	1	14	32	36
RDM1	8	2	5	109	120	220
LYZL6	0	0	0	0	0	0
AC244100.1	0	0	0	0	0	0
CCL16	1	1	1	2	0	3
CCL14	16	16	6	37	33	48
AC244100.2	2	5	6	13	13	14
CCL15-CCL14	0	0	0	0	0	0
CCL15	26	17	29	32	25	53
AC244100.3	1	0	1	6	10	2
AC244100.4	0	0	0	0	1	1
CCL23	1	0	0	1	0	0
CCL18	0	0	0	0	0	0
AC243829.4	0	0	0	0	0	0
CCL3	0	0	0	0	0	1
CCL4	0	0	0	0	0	0
RN7SL301P	0	0	0	0	0	0
AC243829.2	0	0	0	0	0	0
AC243829.7	0	0	0	0	0	0
TBC1D3B	6	9	7	7	9	11
AC243829.1	0	0	0	0	0	0
CCL3L1	0	0	0	0	0	0
CCL4L2	0	0	0	0	0	0
AC243829.5	0	1	0	0	0	0
AC243829.3	0	0	0	0	0	0
AC243829.6	0	0	0	0	0	0
TBC1D3I	1	1	0	0	0	1
AC233699.1	6	6	3	1	1	2
AC233699.2	0	0	0	0	0	0
TBC1D3G	0	0	0	0	0	0
TBC1D3H	0	0	0	0	0	0
RNU6-1192P	0	0	0	0	0	0
TBC1D3F	0	0	0	0	0	0
TBC1D3J	0	0	0	0	0	0
ZNHIT3	1044	1206	1046	924	1090	1607
RNA5SP439	0	0	0	0	0	0
MYO19	1646	1683	1424	2511	3072	4296
PIGW	100	101	89	493	549	815
GGNBP2	5482	5853	4873	2928	3561	5334
AC243732.1	48	38	35	16	22	26
DHRS11	191	193	188	788	889	1194
MRM1	18	14	13	179	223	291
AC243830.2	1	0	0	0	1	1
AC243830.3	0	0	0	0	0	0
AC243830.1	0	0	0	0	0	1
LHX1-DT	0	0	0	0	0	2
LHX1	0	0	3	0	1	4
AC243773.1	1	0	0	0	0	0
AATF	1636	1704	1499	1814	2343	3323
AC243773.2	0	0	0	0	0	0
AC244093.4	4	5	2	2	4	5
MIR2909	0	0	0	0	0	0
AC244093.3	0	0	0	0	0	0
AC244093.5	1	1	3	0	0	2
ACACA	7210	7977	6786	6161	6867	9790
AC244093.1	5	9	10	1	2	2
HMGB1P24	21	26	12	1	1	3
AC244093.2	0	1	0	0	0	1
C17orf78	3	1	2	5	6	3
AC243654.3	1	0	0	0	4	0
TADA2A	327	371	367	820	1054	1597
AC243654.1	1	1	1	1	2	0
AC243654.2	2	3	1	0	0	0
DUSP14	757	794	691	510	723	1027
SYNRG	3181	3486	2912	1443	1640	2413
AC243585.2	0	0	0	0	0	0
DDX52	1007	1221	938	1548	1736	2642
MIR378J	4	0	4	4	2	2
AC243571.2	0	0	0	0	0	1
AC243585.1	0	0	0	1	0	1
HNF1B	312	331	280	692	779	1070
AC243571.1	0	0	0	0	0	0
YWHAEP7	0	1	0	0	0	2
RNU6-489P	0	0	0	0	0	0
TBC1D3K	0	0	0	0	0	0
AC243569.1	0	0	0	0	0	0
TBC1D3L	161	130	132	72	76	130
TBC1D3D	0	1	0	1	0	0
TBC1D3C	1	2	0	0	0	0
AC233968.1	0	1	0	1	2	1
AC233968.2	0	0	0	0	0	0
TBC1D3E	0	0	0	0	0	0
RNA5SP526	0	0	0	0	0	0
TBC1D3	0	0	0	0	0	0
NPEPPSP1	27	30	33	22	30	46
AC244154.1	0	0	0	0	0	0
MRPL45	3013	3195	2949	2020	2322	3676
GPR179	3	1	1	5	7	14
SOCS7	1387	1363	1214	2105	2689	3934
ARHGAP23	1606	1506	1344	4928	5908	7793
AC244153.1	77	93	67	347	428	649
SRCIN1	56	53	35	208	263	340
AC006449.1	0	0	0	0	1	2
EPOP	82	76	70	277	382	508
MIR4734	0	0	1	0	1	0
AC006449.7	27	35	30	39	47	78
AC006449.2	7	4	6	0	2	13
MLLT6	3867	3917	3415	6269	7397	10434
AC006449.3	6	0	4	0	2	3
MIR4726	0	0	0	0	0	0
AC006449.9	0	0	0	0	0	0
CISD3	195	197	191	922	1048	1504
RNA5SP440	0	0	0	0	1	4
PCGF2	231	269	220	343	414	533
AC006449.5	6	7	7	23	26	49
PSMB3	9462	10102	8330	1884	2190	3521
RNU6-866P	2	1	2	0	0	0
PIP4K2B	765	843	689	1856	2121	2931
CWC25	2406	2775	2199	733	897	1203
MIR4727	0	0	0	0	0	0
C17orf98	0	0	0	0	0	0
RPL23	25991	26352	21512	15026	17869	29887
SNORA21B	0	0	0	0	0	0
SNORA21	0	0	0	0	0	0
AC110749.1	7	15	7	6	8	5
LASP1	17153	17687	15193	7165	8259	11513
AC006441.1	21	28	24	9	14	12
MIR6779	0	2	0	0	0	0
AC006441.3	0	0	0	0	0	0
LINC00672	29	54	29	64	78	76
FBXO47	1	0	0	1	2	0
AC006441.2	0	0	0	0	0	0
AC006441.4	0	0	0	1	1	0
AC006441.5	0	0	0	0	0	1
LINC02079	0	0	0	0	0	0
LRRC37A11P	0	2	1	23	23	33
AC091178.1	0	0	0	0	0	0
RDM1P5	0	1	1	6	15	10
PLXDC1	3	2	2	2	2	6
AC091178.2	0	0	0	1	5	5
ARL5C	0	0	0	0	0	0
AC004408.2	0	0	0	0	0	0
AC004408.1	0	0	0	0	0	0
CACNB1	26	23	16	83	93	139
RPL19	22474	23830	20125	14957	18503	27274
STAC2	0	1	0	0	0	1
AC015910.1	3	7	4	25	31	31
FBXL20	607	700	572	315	361	555
AC005288.1	0	0	1	1	0	2
MED1	2027	2148	1877	2306	2807	4038
CDK12	2920	3376	2677	2527	2812	4032
RNU6-233P	0	0	0	0	0	0
AC009283.1	13	9	7	30	30	45
NEUROD2	0	0	0	0	0	3
AC087491.1	0	0	0	6	1	3
PPP1R1B	56	78	54	438	517	665
STARD3	689	821	670	566	635	920
TCAP	2	5	2	6	5	10
PNMT	1	1	2	5	10	9
PGAP3	175	198	127	389	404	661
ERBB2	1035	957	810	2552	3034	4105
MIR4728	0	0	0	3	3	2
MIEN1	280	305	261	386	560	766
GRB7	1689	1806	1448	674	863	1168
IKZF3	1	2	0	26	33	37
KRT8P34	1	1	0	0	0	0
AC090844.1	0	0	2	0	0	0
ZPBP2	0	0	0	0	0	0
GSDMB	310	379	317	356	423	534
ORMDL3	904	910	801	865	1016	1596
AC090844.2	0	0	0	1	0	0
LRRC3C	0	0	0	0	0	0
GSDMA	0	0	0	0	0	0
PSMD3	6884	7597	6011	1274	1414	2029
AC090844.3	0	1	0	0	1	0
CSF3	0	0	0	0	0	0
MED24	613	653	549	714	817	1102
MIR6884	0	0	0	0	0	0
SNORD124	0	4	0	0	0	0
THRA	213	190	208	805	858	1138
NR1D1	680	721	568	385	560	918
AC068669.1	1	0	0	4	6	15
MSL1	1362	1664	1322	1656	1970	2729
CASC3	1275	1407	1149	1492	1793	2647
MIR6866	0	0	0	0	0	0
RAPGEFL1	56	74	54	461	455	598
MIR6867	0	0	0	0	0	0
WIPF2	1900	2062	1714	1472	1653	2303
CDC6	1075	1138	917	1077	1441	2283
RARA	488	495	431	354	514	660
AC080112.5	2	1	2	0	0	1
RARA-AS1	23	52	29	60	79	126
AC080112.4	7	8	8	8	8	8
GJD3	0	1	0	1	2	5
AC080112.2	0	0	0	0	0	0
PPIAP54	0	0	0	0	0	1
RNA5SP441	0	0	0	0	0	0
AC080112.3	0	0	0	0	0	0
TOP2A	3423	3866	3559	11712	13574	20431
AC080112.1	0	0	0	2	2	3
RPL23AP75	0	0	1	1	0	3
IGFBP4	970	934	863	1974	2473	3414
AC018629.1	2	5	1	67	98	143
TNS4	107	104	97	1438	1809	2651
AC004585.1	1	2	0	24	21	28
CCR7	0	0	0	0	2	1
AC004585.2	0	0	0	0	0	0
SMARCE1	95	137	80	137	184	228
AC073508.2	0	0	0	0	0	0
AC073508.3	0	0	0	1	2	1
KRT222	0	0	0	0	0	0
AC073508.1	0	0	0	0	0	0
KRT24	0	0	0	0	0	0
KRT223P	0	0	0	0	0	0
KRT25	0	0	0	0	0	0
KRT26	0	0	0	0	0	0
KRT27	0	0	0	0	0	0
KRT28	0	0	0	0	0	0
AC090283.1	0	0	0	0	0	0
KRT10	188	252	183	165	203	360
TMEM99	105	98	79	195	237	407
AC004231.3	0	0	0	0	0	0
KRT12	67	100	72	5	3	7
KRT20	10103	10759	9327	4851	5770	8895
AC004231.1	0	0	0	0	0	0
KRT23	7	13	7	76	76	127
KRT39	0	1	0	0	0	0
KRT40	1	3	10	53	53	110
KRTAP3-3	0	0	0	0	0	1
KRTAP3-2	0	0	0	1	0	0
KRTAP3-4P	0	0	0	0	0	0
KRTAP3-1	1	0	0	1	0	0
KRTAP1-5	0	0	0	0	0	0
KRTAP1-4	0	0	0	0	0	0
KRTAP1-3	0	0	0	0	0	0
KRTAP1-1	0	0	0	0	0	1
KRTAP2-1	0	0	0	0	0	0
KRTAP2-2	0	0	0	0	0	0
KRTAP2-3	1	1	0	0	0	0
KRTAP2-4	0	0	0	0	0	1
KRTAP2-5P	0	0	0	0	0	0
KRTAP4-7	0	0	0	0	0	0
AC100808.1	0	1	0	4	3	10
KRTAP4-8	0	0	0	0	0	0
KRTAP4-16	0	0	0	0	0	0
KRTAP4-9	0	0	0	0	0	0
KRTAP4-11	0	0	0	0	0	0
KRTAP4-12	0	0	1	0	0	0
KRTAP4-6	0	0	0	0	0	0
KRTAP4-5	0	0	0	0	0	0
KRTAP4-4	0	0	0	0	0	0
KRTAP4-3	0	0	0	0	0	0
KRTAP4-2	0	0	0	0	0	0
KRTAP4-1	2	3	4	13	15	23
KRTAP4-17P	0	0	0	2	0	0
KRTAP9-1	0	0	0	0	1	1
KRTAP9-12P	1	1	0	0	0	0
KRTAP9-2	0	0	0	0	0	0
KRTAP9-3	0	0	0	0	0	0
KRTAP9-8	0	0	0	0	0	0
KRTAP9-4	0	0	0	0	0	0
KRTAP9-9	0	0	0	0	0	0
KRTAP9-6	0	0	0	0	0	0
KRTAP9-11P	0	0	0	0	0	0
KRTAP9-7	0	0	0	0	0	0
KRTAP9-10P	0	0	0	0	0	0
KRTAP29-1	0	0	0	0	0	0
KRTAP16-1	0	0	0	0	0	0
KRTAP17-1	0	0	0	0	0	1
TBC1D3P7	0	0	0	0	0	1
AC003958.1	0	0	0	0	0	0
KRT33A	0	0	0	0	0	0
KRT33B	0	0	0	0	0	0
KRT34	0	0	0	0	0	0
KRT31	0	0	0	0	0	0
AC003958.2	0	0	0	0	0	0
KRT41P	1	0	0	0	0	0
KRT37	0	1	0	0	0	0
KRT38	0	0	0	0	0	0
KRT43P	0	0	0	0	0	0
KRT32	0	0	0	0	0	0
RNU2-32P	0	0	0	0	0	0
KRT35	0	0	0	0	0	0
KRT36	0	0	0	0	0	0
KRT13	30	34	29	38	34	34
AC019349.1	0	0	0	0	0	0
KRT15	172	140	136	61	88	137
MIR6510	0	1	0	1	0	0
KRT19	22491	22318	20563	5188	6051	7956
LINC00974	0	0	0	0	0	0
KRT9	0	0	2	0	0	0
KRT14	2	0	1	0	1	1
KRT16	22	35	26	3	0	3
KRT17	213	238	178	181	277	467
KRT42P	0	1	0	1	1	0
AC130686.1	0	0	0	0	0	2
EIF1	18380	21001	16915	7896	9622	16289
GAST	2	2	0	0	1	2
HAP1	2	1	0	7	8	3
RNA5SP442	0	0	0	0	0	0
RN7SL399P	0	0	0	0	0	0
JUP	10231	9922	8396	5015	5943	8189
P3H4	61	65	66	338	364	500
FKBP10	462	498	422	1199	1384	1815
NT5C3B	184	193	181	302	339	546
KLHL10	0	0	0	1	0	2
AC125257.1	0	0	0	0	0	0
KLHL11	190	215	133	164	171	252
ACLY	3396	3322	2884	3436	4091	5797
AC125257.2	0	0	0	0	0	0
TTC25	4	2	5	48	41	58
CNP	379	477	333	863	1082	1491
DNAJC7	2235	2484	2064	1612	1965	2782
NKIRAS2	282	263	229	665	744	1109
ZNF385C	6	1	5	13	17	18
C17orf113	27	13	13	82	109	169
DHX58	106	176	108	202	312	389
KAT2A	226	252	214	929	1101	1498
AC099811.2	0	0	0	0	0	0
HSPB9	0	1	0	1	3	1
RAB5C	816	848	643	574	642	899
AC099811.3	0	0	0	0	0	0
KCNH4	0	0	0	2	1	1
HCRT	0	0	0	0	0	0
GHDC	138	151	109	318	377	627
STAT5B	205	240	186	540	599	789
AC099811.6	0	0	0	1	0	2
AC099811.4	1	0	0	2	0	1
AC099811.1	0	1	0	2	4	3
AC099811.5	1	0	0	3	2	0
STAT5A	57	64	40	116	131	200
STAT3	1798	2046	1755	1373	1654	2402
CAVIN1	586	570	531	445	522	796
RNU7-97P	0	0	0	0	0	0
ATP6V0A1	2306	2455	1931	825	960	1349
MIR548AT	1	0	0	0	0	1
AC107993.1	2	2	1	1	0	0
AC067852.3	59	63	50	10	19	17
MIR5010	5	4	3	1	1	8
PTP4A2P1	9	3	0	3	5	6
NAGLU	112	130	102	299	313	497
AC067852.1	0	0	0	0	0	0
HSD17B1P1	4	3	2	6	3	8
HSD17B1	11	14	7	21	29	26
AC067852.2	1	3	5	8	10	12
COASY	2297	2382	2033	1345	1585	2378
MLX	878	880	741	1020	1254	1818
PSMC3IP	93	98	75	178	214	274
AC067852.5	1	3	7	5	1	13
RETREG3	1372	1361	1234	673	803	1119
AC067852.4	1	1	2	4	5	6
TUBG1	232	224	187	528	621	870
ATP5MGP7	0	0	0	0	0	0
HMGB3P27	0	0	0	0	1	0
TUBG2	133	141	97	137	180	240
PLEKHH3	424	465	398	364	461	562
CCR10	1	0	0	1	1	0
AC100793.2	0	0	0	0	0	0
CNTNAP1	6	4	3	15	14	16
AC100793.3	0	0	0	0	0	0
EZH1	822	941	784	499	529	835
MIR6780A	0	0	0	0	0	0
AC100793.1	0	0	0	0	0	0
AC100793.4	0	0	0	0	0	0
HMGN2P15	0	1	0	1	0	3
RAMP2-AS1	0	0	0	1	2	1
RAMP2	1	0	0	1	3	2
VPS25	726	768	636	937	1078	1614
WNK4	62	65	61	580	668	923
COA3	175	183	155	292	378	591
CNTD1	15	37	14	30	26	37
BECN1	1177	1221	1010	930	1174	1780
MIR6781	0	0	0	0	0	0
PSME3	1748	2004	1572	2201	2531	3764
AOC2	51	59	36	16	25	25
AOC3	12	17	9	6	14	12
AOC4P	5	4	2	41	35	49
LINC00671	0	0	0	9	23	28
RNU6-287P	0	0	0	0	0	0
G6PC	0	0	1	0	0	0
AC055866.1	0	0	0	0	0	0
AARSD1	37	24	23	18	31	44
PTGES3L-AARSD1	0	0	0	0	1	0
PTGES3L	3	5	1	8	6	20
RUNDC1	479	473	427	410	522	697
RPL27	9458	10150	8742	6906	8686	12450
IFI35	122	214	129	220	318	410
VAT1	2970	3097	2626	1039	1208	1676
RND2	1	1	0	3	3	3
BRCA1	406	444	399	1794	2303	3540
RPL21P4	0	3	4	3	2	4
NBR2	112	121	109	195	278	487
AC135721.2	0	0	0	0	0	0
AC135721.1	8	10	4	12	32	34
AC060780.1	1096	1275	955	589	698	982
AC060780.3	4	18	5	8	3	9
AC060780.2	33	39	28	25	26	28
NBR1	3860	4427	3562	3615	4284	6584
TMEM106A	10	9	9	84	98	137
CCDC200	1	1	3	5	7	17
RNU2-1	0	0	0	0	0	0
AC024051.7	0	0	0	0	0	0
AC024051.1	0	0	0	0	0	0
AC024051.3	0	0	0	0	0	0
AC024051.10	0	0	0	0	0	0
AC024051.8	0	0	0	0	0	0
AC024051.9	0	0	0	0	0	0
AC024051.12	0	0	0	0	0	0
AC024051.5	0	0	0	0	0	0
AC024051.2	0	0	0	0	0	0
AC024051.4	0	0	0	1	1	0
AC024051.6	0	0	0	0	0	0
AC024051.11	0	0	0	0	0	0
LINC00910	51	53	37	93	125	188
AC109326.1	10	10	8	3	3	14
RNU2-4P	0	0	0	0	0	0
RNU6-1137P	0	0	0	0	0	0
ARL4D	17	11	11	56	63	124
RNU6-470P	0	0	0	0	0	0
MIR2117HG	0	0	0	0	0	0
MIR2117	0	0	0	0	0	0
RNU6-406P	0	0	0	0	0	0
RNU6-971P	0	0	0	0	0	0
AC087650.1	1	1	0	0	0	0
DHX8	1526	1529	1340	1093	1274	1934
ETV4	490	437	447	1189	1387	2091
AC068675.1	0	0	0	0	0	0
MEOX1	0	0	0	0	0	0
LINC02594	0	1	1	2	3	1
WHSC1L2P	1	1	0	0	1	2
SOST	0	0	0	0	0	0
DUSP3	3047	3332	2634	944	1218	1716
CFAP97D1	0	0	0	0	1	0
AC003098.1	0	0	0	0	0	0
MPP3	144	121	122	67	68	95
CD300LG	0	0	0	0	0	0
MPP2	2	1	4	11	12	13
AC007993.3	0	0	0	0	0	0
FAM215A	0	0	0	0	0	0
AC007993.1	0	0	0	0	0	0
AC007993.2	0	1	1	0	0	0
LINC01976	0	1	0	0	0	0
PPY	0	2	1	0	0	0
PYY	0	1	0	0	1	6
NAGS	40	48	35	95	97	122
TMEM101	665	688	596	440	489	782
AC023855.1	0	0	1	0	2	1
LSM12	74	123	59	89	126	132
G6PC3	537	575	453	586	725	933
HDAC5	2177	2276	1837	725	858	1240
AC023855.2	0	1	2	0	0	0
RNU6-131P	0	0	0	0	0	0
HROB	147	140	106	81	104	172
ASB16	13	13	10	36	46	41
ASB16-AS1	53	53	48	150	162	181
TMUB2	486	478	419	555	720	1072
ATXN7L3	1445	1508	1283	1509	1837	2769
AC004596.1	7	9	7	10	6	16
UBTF	178	178	163	1448	1861	2319
MIR6782	0	0	0	0	0	0
AC003102.1	6	7	8	51	39	69
SHC1P2	0	0	0	1	2	2
SLC4A1	0	0	0	0	0	0
AC003043.3	0	0	0	0	0	0
RN7SL507P	0	0	0	0	0	0
RUNDC3A-AS1	1	3	1	4	3	2
AC003043.1	0	0	0	0	0	0
RNU6-453P	0	0	0	0	0	0
RUNDC3A	4	9	5	9	10	8
SLC25A39	1432	1370	1256	1649	2145	2750
AC003043.2	0	0	0	0	0	0
GRN	7057	7104	5950	3381	4116	5831
FAM171A2	6	0	5	18	15	21
RPL7L1P5	0	0	0	0	0	0
ITGA2B	1	1	1	3	5	4
GPATCH8	1975	2175	1737	1298	1494	2112
RN7SL258P	1	1	1	0	2	1
AC103703.1	0	0	0	0	1	1
FZD2	3	5	2	20	23	37
AC091152.3	0	0	0	0	0	0
SMCO4P1	0	0	0	0	0	0
LINC01180	0	0	0	0	0	0
MEIOC	8	13	9	2	2	13
CCDC43	520	589	452	444	554	743
AC091152.2	2	3	2	2	2	2
AC091152.4	0	1	0	0	3	0
DBF4B	354	342	329	352	430	539
RN7SL819P	0	0	0	0	0	0
AC091152.1	1	1	0	2	0	4
ADAM11	0	2	0	6	7	5
AC005180.2	0	0	0	0	0	0
AC005180.1	0	0	0	0	0	0
GJC1	1	0	1	0	1	2
HIGD1B	0	0	0	0	0	0
EFTUD2	2097	2137	1861	1608	1790	2670
RN7SL405P	1	1	1	0	1	0
CCDC103	2	0	1	1	0	0
FAM187A	0	0	0	0	0	0
GFAP	5	0	2	3	5	15
KIF18B	215	224	195	612	639	794
MIR6783	0	0	0	1	0	1
AC015936.1	0	0	0	0	0	0
C1QL1	0	0	0	1	1	0
AC015936.2	0	0	0	0	0	0
DCAKD	82	77	86	238	267	383
NMT1	4540	4913	4002	1901	2348	3247
AC116493.1	0	0	0	0	0	0
PLCD3	593	567	517	1725	2211	3208
MIR6784	0	0	0	2	1	3
ACBD4	26	35	27	192	211	272
AC142472.1	1	1	2	20	29	29
HEXIM1	491	474	405	636	751	1015
AC138150.1	3	2	0	10	15	19
HEXIM2	5	4	8	41	49	60
AC138150.2	2	2	4	34	48	55
AC008105.3	0	0	0	0	0	0
FMNL1	8	7	7	51	58	80
AC008105.1	2	2	3	24	32	33
AC008105.2	4	2	3	17	13	37
MAP3K14-AS1	47	65	30	94	117	159
SPATA32	2	3	0	6	7	15
MAP3K14	294	265	268	152	206	334
RNA5SP443	0	0	0	0	0	0
AC003070.7	0	0	0	0	0	0
AC003070.2	0	0	0	1	0	0
ARHGAP27	2866	2737	2444	1295	1474	2115
AC003070.1	35	42	43	15	9	25
PLEKHM1	1252	1229	999	396	510	698
AC091132.2	3	7	9	3	1	0
MIR4315-1	0	0	0	0	0	0
LRRC37A4P	11	14	15	157	163	217
AC091132.6	0	0	0	0	0	0
AC091132.3	0	1	0	0	1	2
AC091132.1	0	0	1	0	0	1
AC091132.4	0	0	0	1	0	0
AC091132.5	0	0	0	0	1	0
RDM1P1	0	0	0	0	0	0
DND1P1	0	0	0	7	7	12
AC126544.2	0	0	0	0	1	1
AC126544.1	0	0	0	0	0	0
MAPK8IP1P2	0	0	0	0	0	0
RPS26P8	1	2	0	3	2	1
LINC02210	184	199	174	283	326	462
LINC02210-CRHR1	0	0	0	0	0	0
AC217774.1	0	0	0	0	0	0
AC217774.2	0	0	0	0	0	0
CRHR1	0	0	0	0	0	0
MAPT-AS1	0	0	0	0	0	0
SPPL2C	0	0	0	0	0	0
MAPT	5	4	3	31	41	57
MAPT-IT1	0	0	0	1	0	0
CR936218.2	0	0	0	0	0	0
CR936218.3	0	0	0	0	0	0
STH	0	0	0	0	0	3
KANSL1	2149	2256	1835	1259	1435	1958
CR936218.1	0	0	0	0	0	0
KANSL1-AS1	17	26	18	27	46	49
AC217773.1	0	0	0	0	0	0
MAPK8IP1P1	0	0	0	0	0	0
AC005829.2	0	0	0	0	0	0
AC005829.1	2	3	5	0	3	0
ARL17B	35	40	25	28	45	56
LRRC37A	29	36	23	24	37	47
RN7SL656P	0	0	0	0	0	0
NSFP1	5	10	7	10	9	8
RDM1P2	0	0	0	0	0	0
LRRC37A2	55	48	37	50	51	79
ARL17A	27	43	26	56	40	52
RN7SL199P	0	0	0	0	0	0
FAM215B	0	0	0	1	1	0
NSF	783	846	712	764	846	1241
RPS7P11	5	3	5	2	2	7
WNT3	6	8	5	16	12	22
WNT9B	0	0	0	0	0	1
LINC01974	0	0	0	0	0	0
AC005670.1	0	1	0	1	0	0
RNU6ATAC3P	0	0	0	0	0	0
GOSR2	472	517	410	600	703	1167
AC005670.2	0	0	0	0	0	0
MIR5089	0	0	0	0	0	0
RPRML	0	0	0	0	0	0
LRRC37A17P	0	0	0	0	0	3
AC005670.3	244	233	146	363	432	549
RN7SL270P	0	0	0	0	0	1
CDC27	511	585	448	1111	1369	1840
AC002558.1	4	5	2	2	2	0
AC002558.3	10	2	1	0	3	4
AC002558.2	0	0	0	0	0	0
MYL4	0	0	0	0	0	1
ITGB3	2	1	1	1	0	2
AC068234.1	0	0	0	0	0	0
RNU7-186P	0	0	0	0	0	0
AC068234.3	0	0	0	0	0	0
AC068234.2	0	0	0	0	0	0
EFCAB13	9	24	20	27	30	31
AC040934.1	2	4	3	2	3	2
MRPL45P2	42	39	43	27	40	62
NPEPPS	3814	4206	3419	1471	1756	2457
AC025682.1	0	0	0	0	0	0
AC025682.2	1	1	0	6	3	10
KPNB1	7204	7886	6561	7380	9053	13753
AC015674.1	0	0	0	0	0	0
TBKBP1	5	7	7	13	9	11
TBX21	0	0	0	0	0	0
OSBPL7	234	212	219	240	263	345
MRPL10	979	1016	854	713	853	1190
LRRC46	12	15	15	26	40	55
SCRN2	26	36	37	182	209	282
SP6	440	442	377	606	705	1023
AC018521.3	0	0	0	0	0	0
AC018521.7	0	0	0	1	0	3
AC018521.5	15	18	13	33	32	60
SP2	485	457	339	446	621	773
SP2-AS1	12	18	9	35	32	65
AC018521.6	2	0	0	7	2	4
PNPO	58	97	79	249	307	394
AC018521.1	0	0	0	0	0	0
AC018521.2	0	0	0	0	0	0
PRR15L	252	248	209	613	755	1056
CDK5RAP3	184	182	157	217	250	357
AC018521.4	0	0	0	0	0	0
COPZ2	16	18	11	18	29	39
MIR152	0	0	0	0	0	0
AC004477.1	7	2	4	17	14	16
NFE2L1	7660	8388	7063	4294	5513	7874
AC004477.2	0	0	0	0	0	0
AC004477.3	3	0	4	2	6	4
CBX1	1640	1710	1417	1629	1754	2712
RNU6-1201P	0	0	0	2	0	0
SNX11	474	539	411	324	370	737
SKAP1	177	196	179	416	494	718
MIR1203	0	2	0	0	1	1
SKAP1-AS1	1	0	0	1	0	0
RNU6-1152P	0	0	0	0	1	0
AC090627.1	4	0	2	8	8	6
AC036222.4	0	0	0	0	0	0
AC036222.1	0	0	0	0	0	0
AC036222.3	0	0	3	0	0	1
AC036222.2	0	0	0	0	0	0
HOXB1	0	2	1	0	1	0
HOXB2	30	32	29	42	39	49
HOXB-AS1	19	12	15	9	9	8
HOXB3	954	1079	895	1907	2256	2958
HOXB-AS3	368	453	371	678	808	1151
HOXB-AS2	146	139	114	113	103	140
HOXB4	142	140	133	227	302	454
AC103702.1	7	13	11	31	27	41
MIR10A	0	0	0	0	0	0
HOXB5	215	229	208	750	898	1066
HOXB6	474	468	428	987	1038	1322
